Grupo Vehiculo;Placa;digito;Codigo SII;Año Vehículo;Tasacion;Tipo de Pago;Valor_Neto;Valor_IPC;Valor_Multa;Valor Pagado;Forma Pago;Fecha_Pago;Año Permiso;Tipo Vehiculo;Marca;Modelo;Color;Transmisión;Tipo Combustible;Cilindrada;Equipamiento;Numero Puertas
Vehiculo Liviano;BBFY-94;K;CT050026508;2008;4485154;Presencial;63229;1632;8955;73816;Total;05-02-2024;2023;CAMIONETA;CHEVROLET;SILVERADO;GRIS PIEDRA METALICO;Aut;Benc;5300;Full;2
Vehiculo Liviano;BBFY-94;K;CT050026508;2008;4541186;Presencial;52024;0;0;52024;Total;05-02-2024;2024;CAMIONETA;CHEVROLET;SILVERADO;GRIS PIEDRA METALICO;Aut;Benc;5300;Full;2
Vehiculo Liviano;CDWV-84;7;VN064002810;2010;6346580;Presencial;214072;27973;85113;327158;Total;05-02-2024;2020;STATION WAGON;DODGE;DURANGO;BEIGE;Aut;Benc;5700;Full;4
Vehiculo Liviano;CDWV-84;7;VN064002810;2010;5954926;Presencial;168456;21951;57993;248400;Total;05-02-2024;2021;STATION WAGON;DODGE;DURANGO;BEIGE;Aut;Benc;5700;Full;4
Vehiculo Liviano;CDWV-84;7;VN064002810;2010;5908860;Presencial;133186;13511;34163;180860;Total;05-02-2024;2022;STATION WAGON;DODGE;DURANGO;BEIGE;Aut;Benc;5700;Full;4
Vehiculo Liviano;CDWV-84;7;VN064002810;2010;5829378;Presencial;95520;2465;13529;111514;Total;05-02-2024;2023;STATION WAGON;DODGE;DURANGO;BEIGE;Aut;Benc;5700;Full;4
Vehiculo Liviano;CDWV-84;7;VN064002810;2010;5491280;Presencial;71026;0;0;71026;Total;05-02-2024;2024;STATION WAGON;DODGE;DURANGO;BEIGE;Aut;Benc;5700;Full;4
Vehiculo Liviano;BXTZ-89;7;SD235017411;2011;2890300;Presencial;45017;4567;11547;61131;Total;05-02-2024;2022;AUTOMOVIL;TOYOTA;YARIS;NEGRO GRIS;Mec;Benc;1500;Norm;4
Vehiculo Liviano;BXTZ-89;7;SD235017411;2011;2447038;Presencial;37096;957;5254;43307;Total;05-02-2024;2023;AUTOMOVIL;TOYOTA;YARIS;NEGRO GRIS;Mec;Benc;1500;Norm;4
Vehiculo Liviano;BXTZ-89;7;SD235017411;2011;2422568;Presencial;32333;0;0;32333;Total;05-02-2024;2024;AUTOMOVIL;TOYOTA;YARIS;NEGRO GRIS;Mec;Benc;1500;Norm;4
Vehiculo Liviano;WA-5663;8;CT050023206;2006;1756571;Presencial;42397;4301;10875;57573;Total;05-02-2024;2022;CAMIONETA;CHEVROLET;MONTANA;PLATEADO;Mec;Benc;1800;Full;2
Vehiculo Liviano;WA-5663;8;CT050023206;2006;1739005;Presencial;37096;957;5254;43307;Total;05-02-2024;2023;CAMIONETA;CHEVROLET;MONTANA;PLATEADO;Mec;Benc;1800;Full;2
Vehiculo Liviano;WA-5663;8;CT050023206;2006;1721615;Presencial;32333;0;0;32333;Total;05-02-2024;2024;CAMIONETA;CHEVROLET;MONTANA;PLATEADO;Mec;Benc;1800;Full;2
Vehiculo Liviano;SDHT-29;1;CT117003223;2023;20468448;Presencial;310871;5043;25668;341582;2da. Cuota;05-02-2024;2023;CAMIONETA;JAC;T8;PLATEADO PLATA;Mec;Diés;2000;NULL;4
Vehiculo Liviano;ZG-3245;5;SD176022206;2006;2038948;Presencial;42397;4301;10875;57573;Total;05-02-2024;2022;AUTOMOVIL;NISSAN;SENTRA;NEGRO GRIS;Aut;Benc;1800;Norm;4
Vehiculo Liviano;ZG-3245;5;SD176022206;2006;2018559;Presencial;37096;957;5254;43307;Total;05-02-2024;2023;AUTOMOVIL;NISSAN;SENTRA;NEGRO GRIS;Aut;Benc;1800;Norm;4
Vehiculo Liviano;ZG-3245;5;SD176022206;2006;1998373;Presencial;32333;0;0;32333;Total;05-02-2024;2024;AUTOMOVIL;NISSAN;SENTRA;NEGRO GRIS;Aut;Benc;1800;Norm;4
Vehiculo Liviano;HFKW-67;3;SU146000718;2018;5804780;Presencial;77296;0;0;77296;Total;06-02-2024;2024;STATION WAGON;LIFAN;X7 SX;AZUL;Mec;Benc;1800;NULL;5
Vehiculo Liviano;DZFP-40;3;VN050005312;2012;5343453;Presencial;39233;636;3239;43108;2da. Cuota;06-02-2024;2023;STATION WAGON;CHEVROLET;ORLANDO;BEIGE CLARO METALICO;Mec;Dies;2000;Full;4
Vehiculo Liviano;CZGW-53;5;SD050023811;2011;1927970;Presencial;37096;957;5254;43307;Total;06-02-2024;2023;AUTOMOVIL;CHEVROLET;CORSA;GRIS CYBER  METALIC;Mec;Benc;1600;Equi;4
Vehiculo Liviano;CZGW-53;5;SD050023811;2011;1908690;Presencial;32333;0;0;32333;Total;06-02-2024;2024;AUTOMOVIL;CHEVROLET;CORSA;GRIS CYBER  METALIC;Mec;Benc;1600;Equi;4
Vehiculo Liviano;RCKH-79;3;HB229015621;2021;9801957;Presencial;88830;0;0;88830;1ra. Cuota;06-02-2024;2024;AUTOMOVIL;SUZUKI;BALENO;PLATEADO;Mec;Benc;1400;Full;4
Vehiculo Liviano;TY-3441;1;CT176003200;2000;1257307;Presencial;48510;6321;16700;71531;Total;06-02-2024;2021;CAMIONETA;NISSAN;D21;VERDE OSCURO;Mec;Benc;2400;Norm;4
Vehiculo Liviano;TY-3441;1;CT176003200;2000;1219588;Presencial;42397;4301;10875;57573;Total;06-02-2024;2022;CAMIONETA;NISSAN;D21;VERDE OSCURO;Mec;Benc;2400;Norm;4
Vehiculo Liviano;TY-3441;1;CT176003200;2000;1207392;Presencial;37096;957;5254;43307;Total;06-02-2024;2023;CAMIONETA;NISSAN;D21;VERDE OSCURO;Mec;Benc;2400;Norm;4
Vehiculo Liviano;TY-3441;1;CT176003200;2000;1195318;Presencial;32333;0;0;32333;Total;06-02-2024;2024;CAMIONETA;NISSAN;D21;VERDE OSCURO;Mec;Benc;2400;Norm;4
Vehiculo Liviano;LGKP-80;8;CT166006419;2019;13301651;Presencial;282651;0;0;282651;Total;06-02-2024;2024;CAMIONETA;MITSUBISHI;L200;ROJO;Mec;Dies;2400;Full;4
Vehiculo Liviano;PZPD-96;5;VN050007821;2021;7413985;Presencial;109480;0;0;109480;Total;06-02-2024;2024;STATION WAGON;CHEVROLET;SPIN;GRIS METALICO;Mec;Benc;1800;Full;4
Vehiculo Liviano;GVKW-56;9;SD111022314;2014;3811000;Presencial;38110;0;0;38110;Total;06-02-2024;2024;AUTOMOVIL;HYUNDAI;ACCENT;BLANCO;Mec;Benc;1400;Full;4
Vehiculo Liviano;DHYC-30;7;HB184018112;2012;4315380;Presencial;47508;0;0;47508;Total;07-02-2024;2024;AUTOMOVIL;PEUGEOT;207 PREMIUM 1.6 HDI 92HP;GRIS ALUMINIUM;Mec;Dies;1600;Full;4
Vehiculo Liviano;WD-3384;4;CT111002906;2006;2435238;Presencial;32333;0;0;32333;Total;07-02-2024;2024;CAMIONETA;HYUNDAI;PORTER HR STD TDI PS;BLANCO;Mec;Dies;2500;Norm;2
Vehiculo Liviano;YVV-360;2;NULL;2024;0,5;Presencial;31842;957;0;32799;Total;07-02-2024;2023;CARRO ARRASTRE A;HECHIZO;HECHIZO;VERDE;NULL;NULL;NULL;NULL;0
Vehiculo Liviano;RL-4788;3;SD111004797;1997;865268;Presencial;32333;0;0;32333;Total;07-02-2024;2024;AUTOMOVIL;HYUNDAI;ACCENT 1.5 LS;BLANCO;Mec;Benc;1500;Norm;4
Vehiculo Liviano;PK-3766;0;CT166001597;1997;847428;Presencial;32333;0;0;32333;Total;07-02-2024;2024;CAMIONETA;MITSUBISHI;L200 2.4 D/C;GRIS;Mec;Benc;2400;Norm;4
Vehiculo Liviano;FDWB-91;1;SD207006513;2013;2928312;Presencial;37096;957;5254;43307;Total;08-02-2024;2023;AUTOMOVIL;SAMSUNG;SM3 PE MT (ENTRY);NEGRO GRIS;Mec;Benc;1600;Full;4
Vehiculo Liviano;DHVS-50;1;SU117001312;2012;2524818;Presencial;40730;4110;9399;54239;Total;08-02-2024;2022;STATION WAGON;JAC;TRIP;ROJO;Mec;Benc;1800;Full;4
Vehiculo Liviano;JPFC-91;4;SU117003517;2017;5386380;Presencial;68928;0;0;68928;Total;08-02-2024;2024;STATION WAGON;JAC;S3;ROJO;Mec;Benc;1600;Full;4
Vehiculo Liviano;KHYS-15;8;SD077002593;1993;722544;Presencial;32333;0;0;32333;Total;08-02-2024;2024;CASA RODANTE;FIAT;DUCATO  1.9;BEIGE;Mec;DIES;1900;EQUI;4
Vehiculo Liviano;KLDP-56;2;CT235015318;2018;11552674;Presencial;132298;2146;10924;145368;2da. Cuota;08-02-2024;2023;CAMIONETA;TOYOTA;HILUX;ROJO METALICO;Mec;Dies;2400;Full;4
Transporte Publico;SZBP-16;4;NULL;2024;0;Presencial;5362;11;0;5373;Total;08-02-2024;2023;BUS;JAC;SUNRAY 18 PAS 2.7 T DIESEL MT;BLANCO;MEC;DIES;2700;EQUI;0
Vehiculo Liviano;RBHL-69;K;SU018001621;2021;11292429;Presencial;127909;2075;10561;140545;2da. Cuota;08-02-2024;2023;STATION WAGON;BAIC;X55;PLATEADO;Mec;Benc;1500;NULL;5
Carga;XD-4099;8;NULL;2003;1;Internet;67931;760;3845;72536;Total;08-02-2024;2023;CAMION;CHEVROLET;NKR 69;BLANCO;NULL;NULL;NULL;NULL;0
Carga;BRBH-90;2;NULL;2009;1;Internet;68469;1134;3883;73486;Total;08-02-2024;2023;CAMION;CHEVROLET;NKR 85E RS;BLANCO;NULL;NULL;NULL;NULL;0
Vehiculo Liviano;BBZR-34;5;HB229010108;2008;1453077;Internet;36547;858;4804;42209;Total;08-02-2024;2023;AUTOMOVIL;SUZUKI;ALTO 1.1 GL AC;NEGRO;Mec;Benc;1100;Equi;4
Vehiculo Liviano;US-3215;9;SD050017201;2001;883018;Internet;36832;1143;4804;42779;Total;08-02-2024;2023;AUTOMOVIL;CHEVROLET;CORSA;VIOLETA;Mec;Benc;1600;Equi;4
Vehiculo Liviano;CLBR-79;1;SD176021410;2010;2054659;Internet;36831;1142;4804;42777;Total;08-02-2024;2023;AUTOMOVIL;NISSAN;V16;GRIS;Mec;Benc;1600;Norm;4
Vehiculo Liviano;RK-1128;0;SD166003897;1997;937081;Internet;36831;1142;4804;42777;Total;08-02-2024;2023;AUTOMOVIL;MITSUBISHI;LANCER;BLANCO;Mec;Benc;1300;Equi;4
Vehiculo Liviano;HGST-90;2;HB050015015;2015;3566500;Internet;19731;281;1386;21398;2da. Cuota;08-02-2024;2023;AUTOMOVIL;CHEVROLET;SPARK GT E5 1.2 MT LT BT;BLANCO;Mec;Benc;1200;Full;4
Vehiculo Liviano;HGSG-74;7;SD197013915;2015;3874870;Internet;22370;318;1571;24259;2da. Cuota;08-02-2024;2023;AUTOMOVIL;RENAULT;SYMBOL DYNAMIQUE MT;BLANCO GLACIER;Mec;Benc;1600;Full;4
Vehiculo Liviano;PBYY-62;K;CT050035721;2021;29037641;Internet;511084;10689;35657;557430;2da. Cuota;08-02-2024;2023;CAMIONETA;CHEVROLET;SILVERADO;ROJO BRILLANTE;Aut;Benc;5300;NULL;4
Vehiculo Liviano;KKLW-64;K;SU064001618;2018;11789173;Internet;135071;2825;9425;147321;2da. Cuota;08-02-2024;2023;STATION WAGON;DODGE;JOURNEY;BLANCO;Aut;Benc;2400;Full;4
Vehiculo Liviano;DVDS-22;0;CT176029312;2012;5247709;Internet;37816;791;2638;41245;2da. Cuota;08-02-2024;2023;CAMIONETA;NISSAN;TERRANO DX TURBO DIESEL 4X4;ROJO;Mec;Dies;2500;Norm;4
Vehiculo Liviano;GZHZ-39;5;SD197012715;2015;4026770;Internet;24215;506;1689;26410;2da. Cuota;08-02-2024;2023;AUTOMOVIL;RENAULT;SYMBOL EXPRESSION MT;ROJO FUEGO;Mec;Benc;1600;Full;4
Vehiculo Liviano;RFBT-49;K;CT176034821;2021;22754667;Internet;359038;7509;25049;391596;2da. Cuota;08-02-2024;2023;CAMIONETA;NISSAN;NAVARA;BLANCO;Aut;Dies;2300;NULL;4
Vehiculo Liviano;GCPF-87;9;CT176026214;2014;7718346;Internet;67045;1402;4678;73125;2da. Cuota;08-02-2024;2023;CAMIONETA;NISSAN;NAVARA SE 4X4 ABS;ROJO INTENSO;Mec;Dies;2500;Full;4
Vehiculo Liviano;HXVJ-99;5;HB132007816;2016;3603700;Internet;20073;421;1400;21894;2da. Cuota;08-02-2024;2023;AUTOMOVIL;KIA MOTORS;MORNING EX 1.0L 5MT NON STOP;2016;Mec;Benc;1000;Full;4
Vehiculo Liviano;RTRZ-20;9;SU562000222;2022;12190739;Internet;141780;2965;9892;154637;2da. Cuota;08-02-2024;2023;STATION WAGON;GAC;GS3;GRIS PLATA;Aut;Benc;1300;NULL;4
Vehiculo Liviano;PW-2946;6;SD235017407;2007;2280802;Internet;17204;361;1200;18765;2da. Cuota;08-02-2024;2023;AUTOMOVIL;TOYOTA;YARIS;VERDE CLARO;Mec;Benc;1500;Norm;4
Vehiculo Liviano;JZLC-71;8;SU079007518;2018;8859381;Internet;86113;1802;6008;93923;2da. Cuota;08-02-2024;2023;STATION WAGON;FORD;ECOSPORT;AZUL BELIZE;Mec;Benc;1500;NULL;4
Vehiculo Liviano;XSX-027;K;NULL;2022;0;Presencial;9769;1742;0;11511;Total;09-02-2024;2021;MOTO;MOTORRAD;XMM250;NEGRO ROJO;MEC;BENC;250;EQUI;0
Vehiculo Liviano;XSX-027;K;NULL;2022;1662500;Presencial;42397;4301;10875;57573;Total;09-02-2024;2022;MOTO;MOTORRAD;XMM250;NEGRO ROJO;MEC;BENC;250;EQUI;0
Vehiculo Liviano;XSX-027;K;NULL;2022;1662500;Presencial;37096;957;5254;43307;Total;09-02-2024;2023;MOTO;MOTORRAD;XMM250;NEGRO ROJO;MEC;BENC;250;EQUI;0
Vehiculo Liviano;XSX-027;K;NULL;2022;1662500;Presencial;32333;0;0;32333;Total;09-02-2024;2024;MOTO;MOTORRAD;XMM250;NEGRO ROJO;MEC;BENC;250;EQUI;0
Vehiculo Liviano;RYSX-74;9;SU225012022;2022;25840820;Presencial;377785;0;0;377785;1ra. Cuota;09-02-2024;2024;STATION WAGON;SSANGYONG;REXTON;GRIS GRAFITO;Aut;Dies;2200;NULL;4
Vehiculo Liviano;LJD-052;4;NULL;2021;1035500;Presencial;37096;957;5254;43307;Total;09-02-2024;2023;MOTO;WANGYE;WY 150T 3;ROJO;NULL;NULL;NULL;NULL;0
Vehiculo Liviano;HJDB-76;7;VN176006816;2016;10374357;Presencial;282565;26228;43103;351896;Total;09-02-2024;2022;STATION WAGON;NISSAN;X-TRAIL ADVANCE CVT;NEGRO;Aut;Benc;2500;Full;4
Vehiculo Liviano;KXFG-71;4;CT166006919;2019;12204230;Presencial;166452;8794;15817;191063;2da. Cuota;09-02-2024;2022;CAMIONETA;MITSUBISHI;L200;BLANCO FAIRY;Mec;Dies;2400;Full;4
Vehiculo Liviano;UY-1241;K;CT050015202;2002;1610949;Presencial;34779;3022;4536;42337;Total;09-02-2024;2022;CAMIONETA;CHEVROLET;LUV;ROJO BURDEO PERLEZE;Mec;Dies;2800;Equi;4
Vehiculo Liviano;DHSS-29;2;VN166005512;2012;3452903;Presencial;70602;9233;22898;102733;Total;09-02-2024;2021;FURGON;MITSUBISHI;L300;BLANCO;Mec;Benc;2400;Norm;2
Vehiculo Liviano;DHSS-29;2;VN166005512;2012;3406810;Presencial;53075;5356;12248;70679;Total;09-02-2024;2022;FURGON;MITSUBISHI;L300;BLANCO;Mec;Benc;2400;Norm;2
Vehiculo Liviano;PV-3095;1;SD176009997;1997;982132;Presencial;40730;4110;9399;54239;Total;09-02-2024;2023;AUTOMOVIL;NISSAN;SENTRA II GXE S.SALOON;PLATEADO TITANIO;Mec;Benc;1600;Full;4
Vehiculo Liviano;BWXW-70;9;CT050023809;2009;3959580;Presencial;90467;11908;29954;132329;Total;09-02-2024;2021;CAMIONETA;CHEVROLET;COLORADO CC 3.7 4WD AT;ROJO;Aut;Benc;3700;Full;4
Vehiculo Liviano;BWXW-70;9;CT050023809;2009;4213510;Presencial;78446;8050;18791;105287;Total;09-02-2024;2022;CAMIONETA;CHEVROLET;COLORADO CC 3.7 4WD AT;ROJO;Aut;Benc;3700;Full;4
Vehiculo Liviano;DXFD-53;5;SD050026612;2012;2607300;Presencial;34780;4536;3022;42338;Total;09-02-2024;2022;AUTOMOVIL;CHEVROLET;SAIL NB 1.4 LS PWR;BLANCO;Mec;Benc;1400;Equi;4
Vehiculo Liviano;NA-3549;1;SU176002995;1995;1585708;Presencial;43908;5761;12656;62325;Total;09-02-2024;2021;JEEP;NISSAN;PATHFINDER RL 13;ROJO;Aut;Benc;3000;Full;4
Vehiculo Liviano;NA-3549;1;SU176002995;1995;1538137;Presencial;37947;3756;6970;48673;Total;09-02-2024;2022;JEEP;NISSAN;PATHFINDER RL 13;ROJO;Aut;Benc;3000;Full;4
Vehiculo Liviano;SB-7078;5;SD235009598;1998;1055763;Presencial;38480;3811;7448;49739;Total;09-02-2024;2022;AUTOMOVIL;TOYOTA;COROLLA XLI;BLANCO;Mec;Benc;1600;Norm;4
Vehiculo Liviano;SYFJ-89;6;SU184021523;2023;15798885;Presencial;178784;0;0;178784;1ra. Cuota;09-02-2024;2024;AUTOMOVIL;PEUGEOT;2008 P2;GRIS ARTENSE;Mec;Benc;1200;NULL;5
Vehiculo Liviano;DCXH-41;4;CT166004711;2011;5597905;Presencial;89960;2322;12741;105023;Total;09-02-2024;2023;CAMIONETA;MITSUBISHI;L200;ROJO;Mec;Dies;2500;Full;4
Vehiculo Liviano;DCXH-41;4;CT166004711;2011;5346587;Presencial;68132;0;0;68132;Total;09-02-2024;2024;CAMIONETA;MITSUBISHI;L200;ROJO;Mec;Dies;2500;Full;4
Vehiculo Liviano;HGSB-44;K;SD132015915;2015;4337592;Presencial;47952;0;0;47952;Total;09-02-2024;2024;AUTOMOVIL;KIA MOTORS;RIO 4 EX 1.4L 6MT AC DAB ABS;BLANCO INVIERNO;Mec;Benc;1400;Full;4
Vehiculo Liviano;VC-7721;6;CT160004602;2002;1600429;Presencial;32333;0;0;32333;Total;09-02-2024;2024;CAMIONETA;MAZDA;B2200;BLANCO;Mec;Benc;2200;Norm;2
Vehiculo Liviano;PP-8098;5;CT050008597;1997;872661;Presencial;32333;0;0;32333;Total;09-02-2024;2024;CAMIONETA;CHEVROLET;LUV;BLANCO;Mec;Benc;2300;Norm;4
Vehiculo Liviano;YN-4376;6;CT050025606;2006;2830966;Presencial;32333;0;0;32333;Total;09-02-2024;2024;CAMIONETA;CHEVROLET;S10 APACHE CC 2.8D 4WD;ROJO BURDEO  DARK;Aut;Dies;2800;Full;4
Carga;EF-1682;2;NULL;1989;2;Internet;136936;2281;7751;146968;Total;09-02-2024;2023;CAMION;MERCEDES BENZ;L 151851;BLANCO;NULL;NULL;NULL;NULL;0
Carga;JG-5753;9;NULL;2007;1,5;Internet;102702;1699;5825;110226;Total;09-02-2024;2023;SEMI REMOLQUE;FANGIO;SRT3AL0123;GRIS;NULL;NULL;NULL;NULL;0
Vehiculo Liviano;BGZB-30;4;HB229006908;2008;1097801;Internet;36831;1142;4804;42777;Total;09-02-2024;2023;AUTOMOVIL;SUZUKI;MARUTI GL;ROJO;Mec;Benc;800;Norm;4
Vehiculo Liviano;HDVK-90;K;CT050032915;2015;10201333;Internet;108537;2270;7572;118379;2da. Cuota;09-02-2024;2023;CAMIONETA;CHEVROLET;D-MAX;ROJO;Mec;Dies;2500;Full;4
Vehiculo Liviano;JHFL-53;3;CT235015217;2017;13253954;Internet;159547;3337;11131;174015;2da. Cuota;09-02-2024;2023;CAMIONETA;TOYOTA;HILUX;ROJO METALICO;Mec;Dies;2400;Full;4
Vehiculo Liviano;GZRL-89;K;HB050015815;2015;6336042;Internet;49941;1045;3484;54470;2da. Cuota;09-02-2024;2023;AUTOMOVIL;CHEVROLET;CRUZE;PLATEADO PLATA METALICO;Mec;Benc;1800;NULL;4
Vehiculo Liviano;YUU-349;1;NULL;2023;0,5;Presencial;32333;0;0;32333;Total;12-02-2024;2024;CARRO ARRASTRE A;S/M;HECHIZO;BLANCO;NULL;NULL;NULL;NULL;0
Vehiculo Liviano;TP-9105;7;CT235004600;2000;2067067;Presencial;37096;957;5254;43307;Total;12-02-2024;2023;CAMIONETA;TOYOTA;HILUX D/C DLX DIES BUT;BLANCO;Mec;Dies;2800;Equi;4
Vehiculo Liviano;TP-9105;7;CT235004600;2000;2046396;Presencial;32333;0;0;32333;Total;12-02-2024;2024;CAMIONETA;TOYOTA;HILUX D/C DLX DIES BUT;BLANCO;Mec;Dies;2800;Equi;4
Vehiculo Liviano;FBWY-94;1;VN166006313;2013;3926839;Presencial;39737;0;0;39737;Total;12-02-2024;2024;FURGON;MITSUBISHI;L300 FURGON;BLANCO;Mec;Benc;2400;Full;2
Vehiculo Liviano;JDWR-49;8;HB229015117;2017;2538148;Presencial;32333;0;0;32333;Total;12-02-2024;2024;AUTOMOVIL;SUZUKI;ALTO;GRIS GRAFITO;Mec;Benc;800;Norm;4
Vehiculo Liviano;HHFR-41;1;SU111014315;2015;7478830;Presencial;110777;0;0;110777;Total;12-02-2024;2024;STATION WAGON;HYUNDAI;TUCSON;NEGRO;Mec;Benc;2000;Full;4
Vehiculo Liviano;PCHC-32;3;SU106006820;2020;10352093;Presencial;194164;0;0;194164;Total;12-02-2024;2024;STATION WAGON;HONDA;WR-V;GRIS GRAFITO;Aut;Benc;1500;NULL;4
Vehiculo Liviano;SFT-052;4;MT109006822;2022;2453327;Presencial;32333;0;0;32333;Total;12-02-2024;2024;MOTO;HUSQVARNA;SVARTPILEN;NEGRO GRIS;Mec;Benc;250;NULL;0
Vehiculo Liviano;BKSZ-13;6;CT225001508;2008;3779820;Presencial;46285;1195;6555;54035;Total;12-02-2024;2023;CAMIONETA;SSANGYONG;A.SPORTS;PLATEADO;Mec;Dies;2000;Full;4
Vehiculo Liviano;BKSZ-13;6;CT225001508;2008;4291730;Presencial;47035;0;0;47035;Total;12-02-2024;2024;CAMIONETA;SSANGYONG;A.SPORTS;PLATEADO;Mec;Dies;2000;Full;4
Vehiculo Liviano;JXVK-82;0;CT235014218;2018;17892970;Presencial;218828;0;0;218828;1ra. Cuota;13-02-2024;2024;CAMIONETA;TOYOTA;HILUX;ROJO;Mec;Diés;2800;Full;4
Vehiculo Liviano;DXVL-98;9;HB049000612;2012;2318285;Presencial;37096;957;5254;43307;Total;13-02-2024;2023;AUTOMOVIL;CHERY;BEAT SIN VERSION;BLANCO;Mec;Benc;1300;Full;4
Vehiculo Liviano;DXVL-98;9;HB049000612;2012;2295102;Presencial;32333;0;0;32333;Total;13-02-2024;2024;AUTOMOVIL;CHERY;BEAT SIN VERSION;BLANCO;Mec;Benc;1300;Full;4
Vehiculo Liviano;DDYF-63;2;VN079006711;2011;7259020;Presencial;129864;3352;18393;151609;Total;13-02-2024;2023;STATION WAGON;FORD;EXPLORER;NEGRO TUXEDO;Aut;Benc;3500;NULL;4
Vehiculo Liviano;DDYF-63;2;VN079006711;2011;7710062;Presencial;115402;0;0;115402;Total;13-02-2024;2024;STATION WAGON;FORD;EXPLORER;NEGRO TUXEDO;Aut;Benc;3500;NULL;4
Vehiculo Liviano;CRFK-85;9;SD176023210;2010;3262432;Presencial;32624;0;0;32624;Total;13-02-2024;2024;AUTOMOVIL;NISSAN;SENTRA;BLANCO;Mec;Benc;2000;Full;4
Vehiculo Liviano;HJCV-78;3;SU197005716;2016;5220199;Presencial;111735;11335;28661;151731;Total;13-02-2024;2022;STATION WAGON;RENAULT;DUSTER;GRIS COMETA;Mec;Benc;1600;NULL;4
Vehiculo Liviano;HJCV-78;3;SU197005716;2016;5188933;Presencial;80135;2068;11350;93553;Total;13-02-2024;2023;STATION WAGON;RENAULT;DUSTER;GRIS COMETA;Mec;Benc;1600;NULL;4
Vehiculo Liviano;DFG-068;6;MT019000614;2014;919843;Presencial;48510;6321;16700;71531;Total;13-02-2024;2021;MOTO;BAJAJ;PULSAR 200;AZUL;Mec;Benc;200;Norm;0
Vehiculo Liviano;DFG-068;6;MT019000614;2014;806537;Presencial;42397;4301;10875;57573;Total;13-02-2024;2022;MOTO;BAJAJ;PULSAR 200;AZUL;Mec;Benc;200;Norm;0
Vehiculo Liviano;DFG-068;6;MT019000614;2014;785045;Presencial;37096;957;5254;43307;Total;13-02-2024;2023;MOTO;BAJAJ;PULSAR 200;AZUL;Mec;Benc;200;Norm;0
Vehiculo Liviano;HJCV-78;3;SU197005716;2016;4850830;Presencial;58217;0;0;58217;Total;13-02-2024;2024;STATION WAGON;RENAULT;DUSTER;GRIS COMETA;Mec;Benc;1600;NULL;4
Vehiculo Liviano;BGXL-46;0;SU091000708;2008;2435728;Presencial;32333;0;0;32333;Total;13-02-2024;2024;STATION WAGON;GREAT WALTT;SAFE 4X2;BEIGE;Mec;Benc;2200;Full;4
Vehiculo Liviano;KYZD-80;2;CT543001519;2019;8657925;Presencial;178430;4605;25271;208306;Total;13-02-2024;2023;CAMIONETA;RAM;700;ROJO ALPINO;Mec;Benc;1600;NORM;2
Vehiculo Liviano;KYZD-80;2;CT543001519;2019;8485127;Presencial;69078;0;0;69078;1ra. Cuota;13-02-2024;2024;CAMIONETA;RAM;700;ROJO ALPINO;Mec;Benc;1600;NORM;2
Vehiculo Liviano;LPGX-31;5;SU162011920;2020;30931996;Presencial;984544;0;0;984544;Total;13-02-2024;2024;AMBULANCIA;MERCEDES BENZ;SPRINTER 314 I 2.1;BLANCO;Aut;Dies;2100;NULL;5
Vehiculo Liviano;RLTY-60;5;NULL;2022;52334801;Presencial;1947670;0;0;1947670;Total;13-02-2024;2024;AMBULANCIA;MERCEDES BENZ;SPRINTER 416 CDI 10.5 M3;BLANCO;AUT;DIES;2143;FULL;0
Vehiculo Liviano;LWSD-49;9;SU164000920;2020;8219560;Presencial;65094;0;0;65094;1ra. Cuota;13-02-2024;2024;STATION WAGON;MG;ZS;ROJO;Mec;Benc;1500;FULL;5
Vehiculo Liviano;CDRB-20;3;SD166006610;2010;3988224;Presencial;40965;0;0;40965;Total;13-02-2024;2024;AUTOMOVIL;MITSUBISHI;LANCER R/T AT;ROJO METALIZADO;Aut;Benc;1500;Full;4
Vehiculo Liviano;RGGP-73;3;NULL;2022;22324279;Presencial;352593;5720;29113;387426;2da. Cuota;14-02-2024;2023;MINIBUS PARTICULAR;JMC;TOURING;PLATEADO;MEC;DIES;2800;FULL;0
Vehiculo Liviano;HLDH-30;K;SD111028116;2016;5487510;Presencial;40852;663;3373;44888;2da. Cuota;14-02-2024;2023;AUTOMOVIL;HYUNDAI;ACCENT;GRIS GRAFITO;Mec;Benc;1400;Equi;4
Vehiculo Liviano;HRDP-64;4;SU229023916;2016;6457680;Presencial;90354;0;0;90354;Total;14-02-2024;2024;STATION WAGON;SUZUKI;GRAND VITARA GLX SPORT;PLATEADO;Mec;Benc;1600;Full;2
Vehiculo Liviano;DKGF-34;5;CT235011512;2012;6335530;Presencial;87911;0;0;87911;Total;14-02-2024;2024;CAMIONETA;TOYOTA;HILUX DIESEL 4X2 A/A;ROJO SUPER;Mec;Dies;2500;Equi;4
Vehiculo Liviano;CVJY-54;9;HB050011211;2011;2064409;Internet;17204;361;1200;18765;2da. Cuota;14-02-2024;2023;AUTOMOVIL;CHEVROLET;SPARK GT HB 1.2 MT LT;ROJO;Mec;Benc;1200;Equi;4
Vehiculo Liviano;CCDS-11;8;CT111003609;2009;3948720;Internet;23346;382;1736;25464;2da. Cuota;14-02-2024;2023;CAMIONETA;HYUNDAI;PORTER;BLANCO;Mec;Dies;2500;Norm;4
